Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
10/12/2020,Prince William,15785,1130,245
10/12/2020,Cumberland Plateau,1043,69,12
10/12/2020,Portsmouth,2681,294,63
10/12/2020,Virginia Beach,7319,404,97
10/12/2020,West Piedmont,2429,265,80
10/12/2020,Three Rivers,2002,128,32
10/12/2020,Alleghany,1943,90,29
10/12/2020,Lenowisco,1083,88,21
10/12/2020,Norfolk,5064,383,80
10/12/2020,Western Tidewater,4274,207,138
10/12/2020,Henrico,5782,462,221
10/12/2020,Central Shenandoah,6158,283,72
10/12/2020,Loudoun,7259,449,128
10/12/2020,Chesterfield,6925,430,129
10/12/2020,Peninsula,4698,211,89
10/13/2020,Southside,1655,89,46
10/13/2020,Chesapeake,4606,451,76
10/13/2020,Thomas Jefferson,4030,203,74
10/13/2020,Roanoke,2212,83,32
10/13/2020,Eastern Shore,1504,141,50
10/13/2020,Mount Rogers,3190,282,133
10/13/2020,Chickahominy,2114,174,55
10/13/2020,New River,3744,67,28
10/13/2020,Central Virginia,4012,144,49
10/13/2020,Piedmont,2259,140,51
10/13/2020,Lord Fairfax,3496,295,119
10/13/2020,Crater,4571,283,105
10/13/2020,Hampton,1972,74,28
10/13/2020,Alexandria,4045,323,73
10/13/2020,Fairfax,22404,2223,614
10/13/2020,Richmond,4978,436,62
10/13/2020,Arlington,4228,513,152
10/13/2020,Rappahannock Rapidan,2815,182,53
10/13/2020,Rappahannock,5661,410,79
10/13/2020,Pittsylvania-Danville,2228,167,49
10/13/2020,Prince William,15906,1139,249
10/13/2020,Cumberland Plateau,1058,70,12
10/13/2020,Portsmouth,2684,294,63
10/13/2020,Virginia Beach,7351,406,97
10/13/2020,West Piedmont,2476,266,82
10/13/2020,Three Rivers,2064,129,32
10/13/2020,Alleghany,2029,92,29
10/13/2020,Lenowisco,1112,89,22
10/13/2020,Norfolk,5085,386,80
10/13/2020,Western Tidewater,4292,209,138
10/13/2020,Henrico,5801,462,221
10/13/2020,Central Shenandoah,6198,283,73
10/13/2020,Loudoun,7303,451,128
10/13/2020,Chesterfield,7000,431,129
10/13/2020,Peninsula,4722,211,89
10/14/2020,Southside,1664,89,46
10/14/2020,Chesapeake,4628,451,76
10/14/2020,Thomas Jefferson,4049,204,74
10/14/2020,Roanoke,2238,83,32
10/14/2020,Eastern Shore,1506,141,50
10/14/2020,Mount Rogers,3220,282,134
10/14/2020,Chickahominy,2123,174,55
10/14/2020,New River,3752,68,28
10/14/2020,Central Virginia,4072,145,49
10/14/2020,Piedmont,2268,140,51
10/14/2020,Lord Fairfax,3513,295,120
10/14/2020,Crater,4596,283,105
10/14/2020,Hampton,1983,76,28
10/14/2020,Alexandria,4057,323,73
10/14/2020,Fairfax,22495,2224,614
10/14/2020,Richmond,4985,436,62
10/14/2020,Arlington,4250,518,152
10/14/2020,Rappahannock Rapidan,2820,182,53
10/14/2020,Rappahannock,5683,411,79
10/14/2020,Pittsylvania-Danville,2241,168,49
10/14/2020,Prince William,15937,1139,249
10/14/2020,Cumberland Plateau,1083,72,13
10/14/2020,Portsmouth,2699,294,63
10/14/2020,Virginia Beach,7379,411,99
10/14/2020,West Piedmont,2513,268,83
10/14/2020,Three Rivers,2075,129,33
10/14/2020,Alleghany,2045,94,29
10/14/2020,Lenowisco,1130,90,22
10/14/2020,Norfolk,5092,386,80
10/14/2020,Western Tidewater,4362,210,139
10/14/2020,Henrico,5832,463,222
10/14/2020,Central Shenandoah,6257,285,73
10/14/2020,Loudoun,7301,452,128
10/14/2020,Chesterfield,7022,431,129
10/14/2020,Peninsula,4740,211,89
10/15/2020,Southside,1687,89,46
10/15/2020,Chesapeake,4661,456,75
10/15/2020,Thomas Jefferson,4074,204,74
10/15/2020,Roanoke,2276,86,32
10/15/2020,Eastern Shore,1508,141,50
10/15/2020,Mount Rogers,3251,284,134
10/15/2020,Chickahominy,2149,174,55
10/15/2020,New River,3791,69,28
10/15/2020,Central Virginia,4139,156,50
10/15/2020,Piedmont,2306,141,51
10/15/2020,Lord Fairfax,3556,301,121
10/15/2020,Crater,4643,284,106
10/15/2020,Hampton,2004,76,28
10/15/2020,Alexandria,4077,324,73
10/15/2020,Fairfax,22560,2227,615
10/15/2020,Richmond,5003,436,62
10/15/2020,Arlington,4278,518,152
10/15/2020,Rappahannock Rapidan,2836,183,53
10/15/2020,Rappahannock,5743,415,79
10/15/2020,Pittsylvania-Danville,2275,170,49
10/15/2020,Prince William,16022,1144,249
10/15/2020,Cumberland Plateau,1118,73,13
10/15/2020,Portsmouth,2706,295,63
10/15/2020,Virginia Beach,7415,414,101
10/15/2020,West Piedmont,2558,271,84
10/15/2020,Three Rivers,2114,130,33
10/15/2020,Alleghany,2090,94,29
10/15/2020,Lenowisco,1143,92,22
10/15/2020,Norfolk,5122,390,80
10/15/2020,Western Tidewater,4376,212,139
10/15/2020,Henrico,5881,465,222
10/15/2020,Central Shenandoah,6294,288,73
10/15/2020,Loudoun,7417,459,129
10/15/2020,Chesterfield,7093,432,129
10/15/2020,Peninsula,4775,211,89
10/16/2020,Southside,1687,89,46
10/16/2020,Chesapeake,4692,457,75
10/16/2020,Thomas Jefferson,4114,205,75
10/16/2020,Roanoke,2296,86,32
10/16/2020,Eastern Shore,1510,143,50
10/16/2020,Mount Rogers,3301,289,134
10/16/2020,Chickahominy,2165,176,55
10/16/2020,New River,3860,70,28
10/16/2020,Central Virginia,4213,162,54
10/16/2020,Piedmont,2328,145,52
10/16/2020,Lord Fairfax,3595,303,121
10/16/2020,Crater,4689,286,107
10/16/2020,Hampton,2018,78,29
10/16/2020,Alexandria,4086,323,74
10/16/2020,Fairfax,22681,2233,614
10/16/2020,Richmond,5027,438,63
10/16/2020,Arlington,4318,518,153
10/16/2020,Rappahannock Rapidan,2846,183,53
10/16/2020,Rappahannock,5783,418,79
10/16/2020,Pittsylvania-Danville,2277,171,49
10/16/2020,Prince William,16086,1151,250
10/16/2020,Cumberland Plateau,1133,73,13
10/16/2020,Portsmouth,2713,295,64
10/16/2020,Virginia Beach,7473,415,103
10/16/2020,West Piedmont,2578,273,84
10/16/2020,Three Rivers,2128,131,33
10/16/2020,Alleghany,2153,97,30
10/16/2020,Lenowisco,1166,94,23
10/16/2020,Norfolk,5145,393,81
10/16/2020,Western Tidewater,4390,218,141
10/16/2020,Henrico,5911,467,222
10/16/2020,Central Shenandoah,6373,290,73
10/16/2020,Loudoun,7454,463,129
10/16/2020,Chesterfield,7114,436,130
10/16/2020,Peninsula,4821,211,89
10/17/2020,Southside,1696,89,46
10/17/2020,Chesapeake,4714,459,76
10/17/2020,Thomas Jefferson,4142,207,75
10/17/2020,Roanoke,2332,87,32
10/17/2020,Eastern Shore,1513,143,50
10/17/2020,Mount Rogers,3346,289,137
10/17/2020,Chickahominy,2184,176,55
10/17/2020,New River,3917,71,28
10/17/2020,Central Virginia,4266,163,54
10/17/2020,Piedmont,2351,147,53
10/17/2020,Lord Fairfax,3623,304,121
10/17/2020,Crater,4745,290,108
10/17/2020,Hampton,2025,86,29
10/17/2020,Alexandria,4104,323,74
10/17/2020,Fairfax,22756,2231,616
10/17/2020,Richmond,5057,440,63
10/17/2020,Arlington,4345,518,152
10/17/2020,Rappahannock Rapidan,2861,184,53
10/17/2020,Rappahannock,5802,420,80
10/17/2020,Pittsylvania-Danville,2308,173,50
10/17/2020,Prince William,16131,1154,251
10/17/2020,Cumberland Plateau,1160,73,13
10/17/2020,Portsmouth,2715,294,64
10/17/2020,Virginia Beach,7513,417,102
10/17/2020,West Piedmont,2624,274,84
10/17/2020,Three Rivers,2137,131,35
10/17/2020,Alleghany,2178,99,30
10/17/2020,Lenowisco,1194,95,23
10/17/2020,Norfolk,5169,395,82
10/17/2020,Western Tidewater,4405,219,142
10/17/2020,Henrico,5938,471,222
10/17/2020,Central Shenandoah,6408,291,74
10/17/2020,Loudoun,7505,466,129
10/17/2020,Chesterfield,7223,439,130
10/17/2020,Peninsula,4851,213,89
10/18/2020,Southside,1707,90,46
10/18/2020,Chesapeake,4730,459,78
10/18/2020,Thomas Jefferson,4158,210,75
10/18/2020,Roanoke,2351,88,32
10/18/2020,Eastern Shore,1512,143,50
10/18/2020,Mount Rogers,3374,291,136
10/18/2020,Chickahominy,2198,176,55
10/18/2020,New River,3965,71,28
10/18/2020,Central Virginia,4288,163,54
10/18/2020,Piedmont,2351,147,53
10/18/2020,Lord Fairfax,3642,306,121
10/18/2020,Crater,4791,290,110
10/18/2020,Hampton,2033,86,29
10/18/2020,Alexandria,4117,323,74
10/18/2020,Fairfax,22846,2236,617
10/18/2020,Richmond,5100,441,64
10/18/2020,Arlington,4372,518,152
10/18/2020,Rappahannock Rapidan,2876,184,53
10/18/2020,Rappahannock,5810,421,80
10/18/2020,Pittsylvania-Danville,2341,175,53
10/18/2020,Prince William,16198,1155,251
10/18/2020,Cumberland Plateau,1180,75,13
10/18/2020,Portsmouth,2719,294,64
10/18/2020,Virginia Beach,7537,417,102
10/18/2020,West Piedmont,2658,274,84
10/18/2020,Three Rivers,2151,133,35
10/18/2020,Alleghany,2210,100,30
10/18/2020,Lenowisco,1228,96,23
10/18/2020,Norfolk,5179,396,84
10/18/2020,Western Tidewater,4436,220,142
10/18/2020,Henrico,5962,472,222
10/18/2020,Central Shenandoah,6444,291,75
10/18/2020,Loudoun,7558,468,129
10/18/2020,Chesterfield,7245,439,130
10/18/2020,Peninsula,4871,213,89
10/19/2020,Southside,1718,90,46
10/19/2020,Chesapeake,4748,460,79
10/19/2020,Thomas Jefferson,4174,210,76
10/19/2020,Roanoke,2385,89,35
10/19/2020,Eastern Shore,1514,143,50
10/19/2020,Mount Rogers,3402,295,139
10/19/2020,Chickahominy,2208,177,56
10/19/2020,New River,4006,72,28
10/19/2020,Central Virginia,4333,163,54
10/19/2020,Piedmont,2360,147,53
10/19/2020,Lord Fairfax,3674,307,121
10/19/2020,Crater,4839,292,111
10/19/2020,Hampton,2039,86,31
10/19/2020,Alexandria,4123,323,75
10/19/2020,Fairfax,22916,2239,617
10/19/2020,Richmond,5109,441,64
10/19/2020,Arlington,4384,519,152
10/19/2020,Rappahannock Rapidan,2915,184,54
10/19/2020,Rappahannock,5829,421,80
10/19/2020,Pittsylvania-Danville,2346,175,55
10/19/2020,Prince William,16257,1157,252
10/19/2020,Cumberland Plateau,1184,76,13
10/19/2020,Portsmouth,2724,294,65
10/19/2020,Virginia Beach,7553,418,102
10/19/2020,West Piedmont,2670,276,84
10/19/2020,Three Rivers,2158,133,35
10/19/2020,Alleghany,2228,100,30
10/19/2020,Lenowisco,1242,96,23
10/19/2020,Norfolk,5179,396,84
10/19/2020,Western Tidewater,4444,220,144
10/19/2020,Henrico,5970,472,224
10/19/2020,Central Shenandoah,6472,291,77
10/19/2020,Loudoun,7576,468,129
10/19/2020,Chesterfield,7261,439,130
10/19/2020,Peninsula,4888,213,89
10/20/2020,Southside,1721,90,46
10/20/2020,Chesapeake,4763,464,79
10/20/2020,Thomas Jefferson,4190,216,76
10/20/2020,Roanoke,2445,90,35
10/20/2020,Eastern Shore,1516,144,50
10/20/2020,Mount Rogers,3427,296,142
10/20/2020,Chickahominy,2221,179,56
10/20/2020,New River,4039,73,28
10/20/2020,Central Virginia,4382,166,56
10/20/2020,Piedmont,2382,148,54
10/20/2020,Lord Fairfax,3708,309,125
10/20/2020,Crater,4849,294,111
10/20/2020,Hampton,2058,86,32
10/20/2020,Alexandria,4133,324,75
10/20/2020,Fairfax,22999,2239,617
10/20/2020,Richmond,5134,445,64
10/20/2020,Arlington,4399,520,152
10/20/2020,Rappahannock Rapidan,2936,185,54
10/20/2020,Rappahannock,5862,424,80
10/20/2020,Pittsylvania-Danville,2357,175,56
10/20/2020,Prince William,16319,1166,256
10/20/2020,Cumberland Plateau,1195,77,13
10/20/2020,Portsmouth,2730,294,65
10/20/2020,Virginia Beach,7593,422,102
10/20/2020,West Piedmont,2694,281,84
10/20/2020,Three Rivers,2142,134,36
10/20/2020,Alleghany,2297,103,32
10/20/2020,Lenowisco,1268,97,23
10/20/2020,Norfolk,5209,398,84
10/20/2020,Western Tidewater,4468,226,146
10/20/2020,Henrico,6006,473,227
10/20/2020,Central Shenandoah,6489,291,77
10/20/2020,Loudoun,7599,470,130
10/20/2020,Chesterfield,7307,442,131
10/20/2020,Peninsula,4917,214,91
10/21/2020,Southside,1729,90,47
10/21/2020,Chesapeake,4780,464,77
10/21/2020,Thomas Jefferson,4229,216,76
10/21/2020,Roanoke,2478,90,35
10/21/2020,Eastern Shore,1517,144,50
10/21/2020,Mount Rogers,3447,297,144
10/21/2020,Chickahominy,2238,181,57
10/21/2020,New River,4079,75,28
10/21/2020,Central Virginia,4442,169,58
10/21/2020,Piedmont,2389,148,54
10/21/2020,Lord Fairfax,3741,313,126
10/21/2020,Crater,4859,296,114
10/21/2020,Hampton,2064,87,32
10/21/2020,Alexandria,4144,326,75
10/21/2020,Fairfax,23081,2242,619
10/21/2020,Richmond,5145,445,68
10/21/2020,Arlington,4437,522,152
10/21/2020,Rappahannock Rapidan,2951,188,54
10/21/2020,Rappahannock,5886,425,86
10/21/2020,Pittsylvania-Danville,2378,176,57
10/21/2020,Prince William,16387,1166,257
10/21/2020,Cumberland Plateau,1238,79,13
10/21/2020,Portsmouth,2741,298,67
10/21/2020,Virginia Beach,7622,424,103
10/21/2020,West Piedmont,2736,284,85
10/21/2020,Three Rivers,2166,135,36
10/21/2020,Alleghany,2340,106,33
10/21/2020,Lenowisco,1300,101,23
10/21/2020,Norfolk,5219,402,84
10/21/2020,Western Tidewater,4484,227,148
10/21/2020,Henrico,6058,475,227
10/21/2020,Central Shenandoah,6524,290,78
10/21/2020,Loudoun,7634,470,130
10/21/2020,Chesterfield,7373,445,131
10/21/2020,Peninsula,4936,214,91
10/22/2020,Southside,1740,90,48
10/22/2020,Chesapeake,4806,469,78
10/22/2020,Thomas Jefferson,4268,222,76
10/22/2020,Roanoke,2517,92,35
10/22/2020,Eastern Shore,1520,144,50
10/22/2020,Mount Rogers,3491,300,144
10/22/2020,Chickahominy,2261,183,57
10/22/2020,New River,4131,75,28
10/22/2020,Central Virginia,4520,175,58
10/22/2020,Piedmont,2395,149,55
10/22/2020,Lord Fairfax,3773,317,126
10/22/2020,Crater,4896,299,114
10/22/2020,Hampton,2071,87,32
10/22/2020,Alexandria,4162,326,75
10/22/2020,Fairfax,23245,2247,620
10/22/2020,Richmond,5176,445,69
10/22/2020,Arlington,4457,524,152
10/22/2020,Rappahannock Rapidan,2973,190,54
10/22/2020,Rappahannock,5924,425,86
10/22/2020,Pittsylvania-Danville,2399,176,58
10/22/2020,Prince William,16496,1174,258
10/22/2020,Cumberland Plateau,1267,81,13
10/22/2020,Portsmouth,2762,299,67
10/22/2020,Virginia Beach,7679,426,103
10/22/2020,West Piedmont,2782,286,85
10/22/2020,Three Rivers,2187,136,37
10/22/2020,Alleghany,2412,108,33
10/22/2020,Lenowisco,1328,102,23
10/22/2020,Norfolk,5243,402,85
10/22/2020,Western Tidewater,4496,226,148
10/22/2020,Henrico,6096,476,227
10/22/2020,Central Shenandoah,6557,290,78
10/22/2020,Loudoun,7680,470,130
10/22/2020,Chesterfield,7431,445,131
10/22/2020,Peninsula,4963,217,91
10/23/2020,Southside,1749,90,48
10/23/2020,Chesapeake,4823,472,78
10/23/2020,Thomas Jefferson,4296,223,77
10/23/2020,Roanoke,2578,93,35
10/23/2020,Eastern Shore,1522,145,50
10/23/2020,Mount Rogers,3546,301,144
10/23/2020,Chickahominy,2275,183,57
10/23/2020,New River,4180,76,27
10/23/2020,Central Virginia,4560,177,59
10/23/2020,Piedmont,2413,150,55
10/23/2020,Lord Fairfax,3809,319,128
10/23/2020,Crater,4923,299,114
10/23/2020,Hampton,2079,87,32
10/23/2020,Alexandria,4179,326,75
10/23/2020,Fairfax,23367,2255,621
10/23/2020,Richmond,5218,445,68
10/23/2020,Arlington,4488,531,153
10/23/2020,Rappahannock Rapidan,2993,193,55
10/23/2020,Rappahannock,5957,426,86
10/23/2020,Pittsylvania-Danville,2409,178,59
10/23/2020,Prince William,16582,1173,258
10/23/2020,Cumberland Plateau,1298,82,13
10/23/2020,Portsmouth,2793,301,69
10/23/2020,Virginia Beach,7722,428,103
10/23/2020,West Piedmont,2810,288,86
10/23/2020,Three Rivers,2204,136,38
10/23/2020,Alleghany,2467,112,35
10/23/2020,Lenowisco,1343,103,23
10/23/2020,Norfolk,5282,405,85
10/23/2020,Western Tidewater,4526,233,148
10/23/2020,Henrico,6136,478,229
10/23/2020,Central Shenandoah,6607,292,78
10/23/2020,Loudoun,7704,471,130
10/23/2020,Chesterfield,7461,451,132
10/23/2020,Peninsula,4985,218,91
10/24/2020,Southside,1769,90,48
10/24/2020,Chesapeake,4833,474,78
10/24/2020,Thomas Jefferson,4340,230,77
10/24/2020,Roanoke,2624,94,37
10/24/2020,Eastern Shore,1523,145,50
10/24/2020,Mount Rogers,3602,301,146
10/24/2020,Chickahominy,2295,184,57
10/24/2020,New River,4246,76,27
10/24/2020,Central Virginia,4596,177,60
10/24/2020,Piedmont,2439,151,56
10/24/2020,Lord Fairfax,3833,320,130
10/24/2020,Crater,4943,300,115
10/24/2020,Hampton,2090,88,32
10/24/2020,Alexandria,4200,323,74
10/24/2020,Fairfax,23463,2260,621
10/24/2020,Richmond,5235,449,76
10/24/2020,Arlington,4508,533,154
10/24/2020,Rappahannock Rapidan,3002,193,55
10/24/2020,Rappahannock,5977,427,88
10/24/2020,Pittsylvania-Danville,2422,184,59
10/24/2020,Prince William,16615,1174,258
10/24/2020,Cumberland Plateau,1316,83,13
10/24/2020,Portsmouth,2798,306,69
10/24/2020,Virginia Beach,7758,431,104
10/24/2020,West Piedmont,2852,290,87
10/24/2020,Three Rivers,2215,136,39
10/24/2020,Alleghany,2514,114,36
10/24/2020,Lenowisco,1393,104,24
10/24/2020,Norfolk,5306,406,85
10/24/2020,Western Tidewater,4539,233,154
10/24/2020,Henrico,6175,479,232
10/24/2020,Central Shenandoah,6663,293,82
10/24/2020,Loudoun,7730,475,130
10/24/2020,Chesterfield,7538,455,133
10/24/2020,Peninsula,5020,220,92
10/25/2020,Southside,1781,90,48
10/25/2020,Chesapeake,4859,477,78
10/25/2020,Thomas Jefferson,4376,230,77
10/25/2020,Roanoke,2647,96,37
10/25/2020,Eastern Shore,1526,145,50
10/25/2020,Mount Rogers,3644,307,147
10/25/2020,Chickahominy,2312,189,57
10/25/2020,New River,4290,76,27
10/25/2020,Central Virginia,4668,177,60
10/25/2020,Piedmont,2443,152,56
10/25/2020,Lord Fairfax,3851,320,130
10/25/2020,Crater,4943,300,115
10/25/2020,Hampton,2100,88,32
10/25/2020,Alexandria,4216,324,74
10/25/2020,Fairfax,23584,2272,621
10/25/2020,Richmond,5261,449,76
10/25/2020,Arlington,4537,533,154
10/25/2020,Rappahannock Rapidan,3011,193,55
10/25/2020,Rappahannock,5999,429,88
10/25/2020,Pittsylvania-Danville,2440,185,59
10/25/2020,Prince William,16658,1174,258
10/25/2020,Cumberland Plateau,1341,83,13
10/25/2020,Portsmouth,2810,306,69
10/25/2020,Virginia Beach,7802,431,104
10/25/2020,West Piedmont,2881,290,87
10/25/2020,Three Rivers,2226,136,39
10/25/2020,Alleghany,2566,114,36
10/25/2020,Lenowisco,1435,104,24
10/25/2020,Norfolk,5330,407,85
10/25/2020,Western Tidewater,4546,233,154
10/25/2020,Henrico,6229,479,232
10/25/2020,Central Shenandoah,6677,294,82
10/25/2020,Loudoun,7736,475,130
10/25/2020,Chesterfield,7589,455,133
10/25/2020,Peninsula,5057,220,92
10/26/2020,Southside,1800,90,48
10/26/2020,Chesapeake,4880,478,78
10/26/2020,Thomas Jefferson,4390,230,77
10/26/2020,Roanoke,2695,96,37
10/26/2020,Eastern Shore,1529,145,50
10/26/2020,Mount Rogers,3682,311,147
10/26/2020,Chickahominy,2324,190,57
10/26/2020,New River,4328,76,27
10/26/2020,Central Virginia,4690,180,61
10/26/2020,Piedmont,2445,152,56
10/26/2020,Lord Fairfax,3886,321,130
10/26/2020,Crater,4981,301,115
10/26/2020,Hampton,2102,88,32
10/26/2020,Alexandria,4230,325,74
10/26/2020,Fairfax,23695,2274,621
10/26/2020,Richmond,5285,449,76
10/26/2020,Arlington,4562,533,154
10/26/2020,Rappahannock Rapidan,3059,193,55
10/26/2020,Rappahannock,6017,429,88
10/26/2020,Pittsylvania-Danville,2448,186,59
10/26/2020,Prince William,16689,1177,258
10/26/2020,Cumberland Plateau,1366,86,13
10/26/2020,Portsmouth,2819,306,69
10/26/2020,Virginia Beach,7833,431,104
10/26/2020,West Piedmont,2911,290,87
10/26/2020,Three Rivers,2232,136,39
10/26/2020,Alleghany,2582,115,36
10/26/2020,Lenowisco,1483,107,25
10/26/2020,Norfolk,5331,407,85
10/26/2020,Western Tidewater,4551,233,154
10/26/2020,Henrico,6249,479,232
10/26/2020,Central Shenandoah,6710,296,82
10/26/2020,Loudoun,7784,475,130
10/26/2020,Chesterfield,7643,455,133
10/26/2020,Peninsula,5064,220,92
10/27/2020,Southside,1807,90,48
10/27/2020,Chesapeake,4905,479,79
10/27/2020,Thomas Jefferson,4407,232,77
10/27/2020,Roanoke,2730,97,39
10/27/2020,Eastern Shore,1530,145,50
10/27/2020,Mount Rogers,3713,311,149
10/27/2020,Chickahominy,2338,192,58
10/27/2020,New River,4355,77,27
10/27/2020,Central Virginia,4741,192,64
10/27/2020,Piedmont,2475,152,56
10/27/2020,Lord Fairfax,3916,322,130
10/27/2020,Crater,5017,303,117
10/27/2020,Hampton,2109,88,32
10/27/2020,Alexandria,4248,325,74
10/27/2020,Fairfax,23769,2285,620
10/27/2020,Richmond,5320,450,77
10/27/2020,Arlington,4586,536,154
10/27/2020,Rappahannock Rapidan,3060,192,55
10/27/2020,Rappahannock,6053,429,88
10/27/2020,Pittsylvania-Danville,2468,189,59
10/27/2020,Prince William,16849,1180,258
10/27/2020,Cumberland Plateau,1392,88,13
10/27/2020,Portsmouth,2824,307,69
10/27/2020,Virginia Beach,7881,432,105
10/27/2020,West Piedmont,2939,292,88
10/27/2020,Three Rivers,2236,136,38
10/27/2020,Alleghany,2647,115,37
10/27/2020,Lenowisco,1515,107,26
10/27/2020,Norfolk,5369,407,84
10/27/2020,Western Tidewater,4570,235,155
10/27/2020,Henrico,6294,482,232
10/27/2020,Central Shenandoah,6768,297,83
10/27/2020,Loudoun,7817,478,130
10/27/2020,Chesterfield,7676,458,137
10/27/2020,Peninsula,5085,220,92
10/28/2020,Southside,1825,90,48
10/28/2020,Chesapeake,4921,479,79
10/28/2020,Thomas Jefferson,4438,232,77
10/28/2020,Roanoke,2771,97,39
10/28/2020,Eastern Shore,1533,146,50
10/28/2020,Mount Rogers,3747,313,149
10/28/2020,Chickahominy,2362,196,59
10/28/2020,New River,4404,77,27
10/28/2020,Central Virginia,4852,195,64
10/28/2020,Piedmont,2489,155,56
10/28/2020,Lord Fairfax,3966,326,131
10/28/2020,Crater,5034,304,117
10/28/2020,Hampton,2125,89,32
10/28/2020,Alexandria,4269,325,74
10/28/2020,Fairfax,23882,2293,620
10/28/2020,Richmond,5355,452,77
10/28/2020,Arlington,4630,538,154
10/28/2020,Rappahannock Rapidan,3080,192,55
10/28/2020,Rappahannock,6108,429,92
10/28/2020,Pittsylvania-Danville,2508,194,60
10/28/2020,Prince William,16928,1185,258
10/28/2020,Cumberland Plateau,1410,89,13
10/28/2020,Portsmouth,2838,311,70
10/28/2020,Virginia Beach,7926,432,106
10/28/2020,West Piedmont,2975,294,88
10/28/2020,Three Rivers,2251,137,38
10/28/2020,Alleghany,2677,115,37
10/28/2020,Lenowisco,1577,109,26
10/28/2020,Norfolk,5395,410,84
10/28/2020,Western Tidewater,4591,235,155
10/28/2020,Henrico,6342,483,232
10/28/2020,Central Shenandoah,6821,301,83
10/28/2020,Loudoun,7876,479,130
10/28/2020,Chesterfield,7732,461,144
10/28/2020,Peninsula,5116,221,92
10/29/2020,Southside,1845,90,48
10/29/2020,Chesapeake,4945,479,79
10/29/2020,Thomas Jefferson,4467,234,77
10/29/2020,Roanoke,2810,98,41
10/29/2020,Eastern Shore,1534,146,50
10/29/2020,Mount Rogers,3795,314,149
10/29/2020,Chickahominy,2393,197,59
10/29/2020,New River,4437,80,27
10/29/2020,Central Virginia,4945,197,65
10/29/2020,Piedmont,2513,159,56
10/29/2020,Lord Fairfax,3990,328,132
10/29/2020,Crater,5077,305,117
10/29/2020,Hampton,2138,90,32
10/29/2020,Alexandria,4285,324,74
10/29/2020,Fairfax,24067,2298,620
10/29/2020,Richmond,5368,453,77
10/29/2020,Arlington,4647,539,154
10/29/2020,Rappahannock Rapidan,3117,193,55
10/29/2020,Rappahannock,6162,431,92
10/29/2020,Pittsylvania-Danville,2538,197,61
10/29/2020,Prince William,17053,1190,258
10/29/2020,Cumberland Plateau,1434,90,14
10/29/2020,Portsmouth,2852,316,69
10/29/2020,Virginia Beach,8001,444,106
10/29/2020,West Piedmont,3030,298,90
10/29/2020,Three Rivers,2265,138,39
10/29/2020,Alleghany,2731,115,37
10/29/2020,Lenowisco,1624,110,26
10/29/2020,Norfolk,5419,410,84
10/29/2020,Western Tidewater,4613,236,155
10/29/2020,Henrico,6394,483,239
10/29/2020,Central Shenandoah,6854,305,83
10/29/2020,Loudoun,7908,480,130
10/29/2020,Chesterfield,7786,465,149
10/29/2020,Peninsula,5146,222,92
10/30/2020,Southside,1868,90,48
10/30/2020,Chesapeake,4972,483,79
10/30/2020,Thomas Jefferson,4498,234,77
10/30/2020,Roanoke,2877,100,41
10/30/2020,Eastern Shore,1539,146,50
10/30/2020,Mount Rogers,3849,315,149
10/30/2020,Chickahominy,2400,197,59
10/30/2020,New River,4532,82,27
10/30/2020,Central Virginia,5019,201,66
10/30/2020,Piedmont,2535,159,56
10/30/2020,Lord Fairfax,4027,330,132
10/30/2020,Crater,5116,307,117
10/30/2020,Hampton,2147,91,32
10/30/2020,Alexandria,4303,324,74
10/30/2020,Fairfax,24182,2305,620
10/30/2020,Richmond,5394,453,77
10/30/2020,Arlington,4686,541,154
10/30/2020,Rappahannock Rapidan,3129,193,55
10/30/2020,Rappahannock,6200,432,92
10/30/2020,Pittsylvania-Danville,2568,198,61
10/30/2020,Prince William,17155,1195,258
10/30/2020,Cumberland Plateau,1472,95,15
10/30/2020,Portsmouth,2858,316,69
10/30/2020,Virginia Beach,8057,444,108
10/30/2020,West Piedmont,3088,302,90
10/30/2020,Three Rivers,2280,138,39
10/30/2020,Alleghany,2786,116,37
10/30/2020,Lenowisco,1659,110,26
10/30/2020,Norfolk,5445,411,84
10/30/2020,Western Tidewater,4641,236,155
10/30/2020,Henrico,6439,486,240
10/30/2020,Central Shenandoah,6953,308,84
10/30/2020,Loudoun,7946,482,130
10/30/2020,Chesterfield,7840,468,150
10/30/2020,Peninsula,5179,223,92
10/31/2020,Southside,1875,91,48
10/31/2020,Chesapeake,5010,483,79
10/31/2020,Thomas Jefferson,4510,239,77
10/31/2020,Roanoke,2920,108,43
10/31/2020,Eastern Shore,1543,146,50
10/31/2020,Mount Rogers,3928,319,150
10/31/2020,Chickahominy,2444,197,59
10/31/2020,New River,4608,89,27
10/31/2020,Central Virginia,5084,202,66
10/31/2020,Piedmont,2543,162,56
10/31/2020,Lord Fairfax,4063,336,133
10/31/2020,Crater,5140,310,118
10/31/2020,Hampton,2163,93,33
10/31/2020,Alexandria,4337,324,74
10/31/2020,Fairfax,24343,2309,620
10/31/2020,Richmond,5415,454,77
10/31/2020,Arlington,4714,541,154
10/31/2020,Rappahannock Rapidan,3140,192,55
10/31/2020,Rappahannock,6268,436,92
10/31/2020,Pittsylvania-Danville,2604,204,61
10/31/2020,Prince William,17230,1204,258
